2025-01-13 10:48:27,542 [trainer.py] => Time Str >>> 0113-10-48-27-497
2025-01-13 10:48:27,744 [trainer.py] => prefix: fair
2025-01-13 10:48:27,745 [trainer.py] => dataset: cifar100
2025-01-13 10:48:27,745 [trainer.py] => memory_size: 4414
2025-01-13 10:48:27,745 [trainer.py] => memory_per_class: 20
2025-01-13 10:48:27,745 [trainer.py] => fixed_memory: False
2025-01-13 10:48:27,745 [trainer.py] => shuffle: True
2025-01-13 10:48:27,745 [trainer.py] => init_cls: 20
2025-01-13 10:48:27,745 [trainer.py] => increment: 20
2025-01-13 10:48:27,746 [trainer.py] => model_name: podnet
2025-01-13 10:48:27,746 [trainer.py] => convnet_type: cosine_resnet32
2025-01-13 10:48:27,746 [trainer.py] => device: [device(type='cuda', index=3)]
2025-01-13 10:48:27,746 [trainer.py] => seed: 1993
2025-01-13 10:48:27,746 [trainer.py] => debug: False
2025-01-13 10:48:27,746 [trainer.py] => skip: False
2025-01-13 10:48:27,746 [trainer.py] => config: ./exps/podnet.json
2025-01-13 10:48:27,746 [trainer.py] => time_str: 0113-10-48-27-497
2025-01-13 10:48:27,746 [trainer.py] => exp_name: 0113-10-48-27-497_cifar100_cosine_resnet32_1993_B0_Inc20
2025-01-13 10:48:27,746 [trainer.py] => logfilename: logs/fair/cifar100/podnet/0113-10-48-27-497_cifar100_cosine_resnet32_1993_B0_Inc20
2025-01-13 10:48:27,747 [trainer.py] => csv_name: cifar100_1993_cosine_resnet32_B0_Inc20
2025-01-13 10:48:33,145 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2025-01-13 10:48:33,778 [trainer.py] => Start time:1736761713.7785153
2025-01-13 10:48:33,779 [trainer.py] => All params: 466256
2025-01-13 10:48:33,780 [trainer.py] => Trainable params: 466256
2025-01-13 10:48:33,780 [podnet.py] => Learning on 0-20
2025-01-13 10:48:33,815 [podnet.py] => Adaptive factor: 0
2025-01-13 10:48:48,338 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 2.97, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 9.43, Test_acc 11.60
2025-01-13 10:48:52,638 [podnet.py] => Task 0, Epoch 2/160 (LR 0.09996) => LSC_loss 2.70, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 17.96, Test_acc 21.55
2025-01-13 10:48:56,784 [podnet.py] => Task 0, Epoch 3/160 (LR 0.09991) => LSC_loss 2.47, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 26.06, Test_acc 26.70
2025-01-13 10:49:00,990 [podnet.py] => Task 0, Epoch 4/160 (LR 0.09985) => LSC_loss 2.32, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 31.73, Test_acc 30.40
2025-01-13 10:49:05,135 [podnet.py] => Task 0, Epoch 5/160 (LR 0.09976) => LSC_loss 2.21, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 34.54, Test_acc 35.90
2025-01-13 10:49:09,365 [podnet.py] => Task 0, Epoch 6/160 (LR 0.09965) => LSC_loss 2.03, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 39.49, Test_acc 33.40
2025-01-13 10:49:13,710 [podnet.py] => Task 0, Epoch 7/160 (LR 0.09953) => LSC_loss 1.96, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 41.65, Test_acc 35.65
2025-01-13 10:49:17,819 [podnet.py] => Task 0, Epoch 8/160 (LR 0.09938) => LSC_loss 1.84, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 45.66, Test_acc 34.50
2025-01-13 10:49:21,872 [podnet.py] => Task 0, Epoch 9/160 (LR 0.09922) => LSC_loss 1.75, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 48.29, Test_acc 46.35
2025-01-13 10:49:26,045 [podnet.py] => Task 0, Epoch 10/160 (LR 0.09904) => LSC_loss 1.63, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 51.74, Test_acc 46.45
2025-01-13 10:49:30,185 [podnet.py] => Task 0, Epoch 11/160 (LR 0.09884) => LSC_loss 1.54, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 54.54, Test_acc 44.10
2025-01-13 10:49:34,332 [podnet.py] => Task 0, Epoch 12/160 (LR 0.09862) => LSC_loss 1.48, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 56.61, Test_acc 50.80
2025-01-13 10:49:38,479 [podnet.py] => Task 0, Epoch 13/160 (LR 0.09838) => LSC_loss 1.42, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 58.24, Test_acc 54.90
2025-01-13 10:49:42,495 [podnet.py] => Task 0, Epoch 14/160 (LR 0.09812) => LSC_loss 1.41, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 58.32, Test_acc 54.65
2025-01-13 10:49:46,551 [podnet.py] => Task 0, Epoch 15/160 (LR 0.09785) => LSC_loss 1.34, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 60.55, Test_acc 54.60
2025-01-13 10:49:50,785 [podnet.py] => Task 0, Epoch 16/160 (LR 0.09755) => LSC_loss 1.32, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 61.45, Test_acc 52.10
2025-01-13 10:49:54,932 [podnet.py] => Task 0, Epoch 17/160 (LR 0.09724) => LSC_loss 1.24, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 63.16, Test_acc 51.95
2025-01-13 10:49:58,947 [podnet.py] => Task 0, Epoch 18/160 (LR 0.09691) => LSC_loss 1.21, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 64.46, Test_acc 57.15
2025-01-13 10:50:03,032 [podnet.py] => Task 0, Epoch 19/160 (LR 0.09656) => LSC_loss 1.17, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.76, Test_acc 53.55
