2025-01-11 02:12:23,244 [trainer.py] => Time Str >>> 0111-02-12-23-150
2025-01-11 02:12:23,434 [trainer.py] => prefix: fair
2025-01-11 02:12:23,434 [trainer.py] => dataset: cifar100
2025-01-11 02:12:23,435 [trainer.py] => memory_size: 7400
2025-01-11 02:12:23,435 [trainer.py] => memory_per_class: 20
2025-01-11 02:12:23,435 [trainer.py] => fixed_memory: False
2025-01-11 02:12:23,435 [trainer.py] => shuffle: True
2025-01-11 02:12:23,435 [trainer.py] => init_cls: 10
2025-01-11 02:12:23,435 [trainer.py] => increment: 10
2025-01-11 02:12:23,435 [trainer.py] => model_name: podnet
2025-01-11 02:12:23,435 [trainer.py] => convnet_type: cosine_resnet32
2025-01-11 02:12:23,435 [trainer.py] => device: [device(type='cuda', index=3)]
2025-01-11 02:12:23,435 [trainer.py] => seed: 1993
2025-01-11 02:12:23,435 [trainer.py] => debug: False
2025-01-11 02:12:23,435 [trainer.py] => skip: False
2025-01-11 02:12:23,435 [trainer.py] => config: ./exps/podnet.json
2025-01-11 02:12:23,436 [trainer.py] => time_str: 0111-02-12-23-150
2025-01-11 02:12:23,436 [trainer.py] => exp_name: 0111-02-12-23-150_cifar100_cosine_resnet32_1993_B0_Inc10
2025-01-11 02:12:23,436 [trainer.py] => logfilename: logs/fair/cifar100/podnet/0111-02-12-23-150_cifar100_cosine_resnet32_1993_B0_Inc10
2025-01-11 02:12:23,436 [trainer.py] => csv_name: cifar100_1993_cosine_resnet32_B0_Inc10
2025-01-11 02:12:26,083 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2025-01-11 02:12:26,267 [trainer.py] => Start time:1736557946.2673182
2025-01-11 02:12:26,275 [trainer.py] => All params: 466256
2025-01-11 02:12:26,275 [trainer.py] => Trainable params: 466256
2025-01-11 02:12:26,275 [podnet.py] => Learning on 0-10
2025-01-11 02:12:26,287 [podnet.py] => Adaptive factor: 0
2025-01-11 02:12:46,403 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 2.30, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 14.26, Test_acc 18.00
2025-01-11 02:12:49,478 [podnet.py] => Task 0, Epoch 2/160 (LR 0.09996) => LSC_loss 2.17, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 26.92, Test_acc 18.40
2025-01-11 02:12:52,593 [podnet.py] => Task 0, Epoch 3/160 (LR 0.09991) => LSC_loss 1.90, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 33.52, Test_acc 22.10
2025-01-11 02:12:55,670 [podnet.py] => Task 0, Epoch 4/160 (LR 0.09985) => LSC_loss 1.74, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 40.40, Test_acc 29.80
2025-01-11 02:12:58,727 [podnet.py] => Task 0, Epoch 5/160 (LR 0.09976) => LSC_loss 1.62, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 45.00, Test_acc 30.50
2025-01-11 02:13:01,805 [podnet.py] => Task 0, Epoch 6/160 (LR 0.09965) => LSC_loss 1.65, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 45.60, Test_acc 40.30
2025-01-11 02:13:04,773 [podnet.py] => Task 0, Epoch 7/160 (LR 0.09953) => LSC_loss 1.47, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 51.40, Test_acc 54.40
2025-01-11 02:13:07,756 [podnet.py] => Task 0, Epoch 8/160 (LR 0.09938) => LSC_loss 1.34, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 56.74, Test_acc 45.30
2025-01-11 02:13:10,789 [podnet.py] => Task 0, Epoch 9/160 (LR 0.09922) => LSC_loss 1.33, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 56.92, Test_acc 46.90
2025-01-11 02:13:13,727 [podnet.py] => Task 0, Epoch 10/160 (LR 0.09904) => LSC_loss 1.22, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 60.86, Test_acc 47.30
2025-01-11 02:13:16,682 [podnet.py] => Task 0, Epoch 11/160 (LR 0.09884) => LSC_loss 1.17, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 61.54, Test_acc 59.80
2025-01-11 02:13:19,687 [podnet.py] => Task 0, Epoch 12/160 (LR 0.09862) => LSC_loss 1.09, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.22, Test_acc 56.60
2025-01-11 02:13:22,609 [podnet.py] => Task 0, Epoch 13/160 (LR 0.09838) => LSC_loss 1.10, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.72, Test_acc 66.20
2025-01-11 02:13:25,734 [podnet.py] => Task 0, Epoch 14/160 (LR 0.09812) => LSC_loss 1.08, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.32, Test_acc 41.00
